시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3220000,102,2002,00001,유흥주점영업,20020103,프리마나이트,서울특별시 강남구 도산대로 536, 지하1,3층 (청담동),서울특별시 강남구 청담동  52번지 3호  지하1,3층,724.86,  0260069115  ,20120227,(주)엔케이디앤씨,20020103,청담동,20140911,행정처분,행정처분,룸살롱,9,9,4,4,,,비대상,상수도전용,지하,0,0,,,,,,,4.00,563.41,0.00,157.45,0.00,0.00,0.00,0.00,,,,,3220000-102-2002-00001,,,,,,내국인,대한민국
3220000,102,2002,00013,유흥주점영업,20020322,오삼오 애비뉴,서울특별시 강남구 도산대로 535, 2층 (청담동),서울특별시 강남구 청담동  125번지 16호  2층,327.25,    541 0122  ,20170612,,20020322,청담동,,,,룸살롱,,,,,,,비대상,,지상,,,,,,,,,4.27,199.44,0.00,105.23,18.31,0.00,0.00,0.00,0.00,0.00,,,3220000-102-2002-00013,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,플러스82(PLUS82),서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20150922,,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,플러스82(PLUS82),서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20190404,,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,플러스82(PLUS82),서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20190410,,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,플러스82(PLUS82),서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20190529,주식회사 플러스82엔터테인먼트,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,무드,서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20150922,,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,무드,서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20190404,,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,무드,서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20190410,,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
3220000,102,2001,23852,유흥주점영업,20010903,무드,서울특별시 강남구 도산대로 539, 지하1층 (청담동),서울특별시 강남구 청담동  125번지 12호  지하1층,262.80,010*******,20190529,주식회사 플러스82엔터테인먼트,20010903,청담동,,,,룸살롱,,,1,1,6,,비대상,,지하,,,,,,,,,9.42,70.34,0.00,119.89,6.99,0.00,0.00,56.16,,,,,3220000-102-2001-23852,,,,,,내국인,대한민국
