시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3090000,102,2001,05551,유흥주점영업,20011106,왕과비,서울특별시 도봉구 노해로65길 17, 지하1층 101호 (창동, 중앙빌딩),서울특별시 도봉구 창동  331번지 2호  ,,  02 9026630  ,20150413,,20011106,창제5동,,,,카바레,,,,,,,비대상,,지하,,,,,,,,,2.72,80.40,,37.84,,23.10,,,,,,,3090000-102-2001-05551,,,,,,내국인,대한민국
3090000,102,1999,04516,유흥주점영업,19990329,국빈관,서울특별시 도봉구 노해로69길 15-15, (창동),서울특별시 도봉구 창동  10번지 1호  ,673.60,  02 9036897  ,20100526,,20010511,창제4동,20121011,행정처분,행정처분,고고(디스코)클럽,0,0,2,2,0,20100618,비대상,상수도전용,지하,13,3,,,,,,,45.60,54.00,76.00,7.90,24.00,0.00,10.00,456.10,,,,,3090000-102-1999-04516,,,,,,내국인,대한민국
3090000,102,1999,04654,유흥주점영업,19990617,아바타,서울특별시 도봉구 노해로69길 21-11, (창동),서울특별시 도봉구 창동  12번지 1호  ,325.88,  02 9955001  ,20160714,,19990617,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,23.00,36.40,0.00,193.88,0.00,0.00,0.00,72.60,,,,,3090000-102-1999-04654,,,,,,내국인,대한민국
3090000,102,1999,04862,유흥주점영업,19991112,style 가라오케,서울특별시 도봉구 마들로11길 65, 지하2층 (창동, 유진빌딩),서울특별시 도봉구 창동  13번지  ,112.50,  02 9049920  ,20120323,,20011119,창제4동,,,,룸살롱,,,2,2,,,비대상,상수도전용,지하,,,,,,,,,10.40,70.20,0.00,2.10,2.80,0.00,0.00,27.00,,,,,3090000-102-1999-04862,,,,,,내국인,대한민국
3090000,102,1999,04890,유흥주점영업,19991204,애송이,서울특별시 도봉구 마들로11가길 12, 지하1층 (창동),서울특별시 도봉구 창동  5번지 0호  지하1층,376.30,02  993 0088  ,20120224,,20010522,창제4동,20161118,자진폐업,영업중단,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,24.10,228.30,0.00,63.50,21.00,0.00,39.40,0.00,,,,,3090000-102-1999-04890,,,,,,내국인,대한민국
3090000,102,1999,04922,유흥주점영업,19991220,상상 가요방,서울특별시 도봉구 마들로11가길 13-6, 지상3층 (창동),서울특별시 도봉구 창동  6번지 1호  ,270.10,  02 9002504  ,20071211,,20010710,창제4동,20130417,자진폐업,영업종료,룸살롱,3,3,,,,,비대상,상수도전용,지상,,,,,,,,,4.00,146.80,0.00,75.90,6.00,0.00,37.40,0.00,,,,,3090000-102-1999-04922,,,,,,내국인,대한민국
3090000,102,2000,04983,유흥주점영업,20000221,코리아,서울특별시 도봉구 마들로11가길 13-6, 지하1층 (창동),서울특별시 도봉구 창동  6번지 1호  (지하1층),270.75,  02 9001055  ,20180322,,20000221,창제4동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,28.28,109.71,0.00,126.82,5.94,0.00,0.00,0.00,,,,,3090000-102-2000-04983,,,,,,내국인,대한민국
3090000,102,2000,04983,유흥주점영업,20000221,코리아,서울특별시 도봉구 마들로11가길 13-6, 지하1층 (창동),서울특별시 도봉구 창동  6번지 1호  (지하1층),270.75,  02 9001055  ,20140603,,20000221,창제4동,,,,룸살롱,,,1,1,,,비대상,,지하,,,,,,,,,28.28,109.71,0.00,126.82,5.94,0.00,0.00,0.00,,,,,3090000-102-2000-04983,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,선물,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20190320,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,발리,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20190320,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,기모찌,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20190320,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,선물,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20180312,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,발리,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20180312,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,기모찌,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20180312,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,선물,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20151015,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,발리,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20151015,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05073,유흥주점영업,20000502,기모찌,서울특별시 도봉구 노해로 389, 지하1층 (창동, 제일빌딩),서울특별시 도봉구 창동  16번지  지하1층,182.52,  02 9976433  ,20151015,,20010511,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.70,133.49,0.00,0.00,0.00,0.00,4.14,39.19,,,,,3090000-102-2000-05073,,,,,,내국인,대한민국
3090000,102,2000,05358,유흥주점영업,20001220,블루문,서울특별시 도봉구 노해로69길 25, 지하1층 (창동),서울특별시 도봉구 창동  13번지 3호  ,121.69,02  997 3994  ,20160804,,20001220,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,0.00,0.00,0.00,121.69,0.00,0.00,0.00,0.00,,,,,3090000-102-2000-05358,,,,,,내국인,대한민국
3090000,102,2001,05657,유흥주점영업,20010315,준코뮤직타운 창동점,서울특별시 도봉구 노해로 381, 지하1층 (창동),서울특별시 도봉구 창동  9번지 2호  ,537.67,  02 9973359  ,20180412,주식회사 준코,20010315,창제4동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,0.00,0.00,0.00,537.67,0.00,0.00,0.00,0.00,,,,,3090000-102-2001-05657,,,,,,내국인,대한민국
3090000,102,2002,00002,유흥주점영업,20020308,신세계,서울특별시 도봉구 노해로69길 15, (창동),서울특별시 도봉구 창동  10번지 3호  ,260.60,  02996 9988  ,20180420,,20020308,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,14.00,202.21,0.00,36.39,8.00,0.00,0.00,0.00,0.00,0.00,,,3090000-102-2002-00002,,,,,,내국인,대한민국
3090000,102,2002,00002,유흥주점영업,20020308,신세계,서울특별시 도봉구 노해로69길 15, (창동),서울특별시 도봉구 창동  10번지 3호  ,260.60,  02996 9988  ,20160624,,20020308,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,14.00,202.21,0.00,36.39,8.00,0.00,0.00,0.00,0.00,0.00,,,3090000-102-2002-00002,,,,,,내국인,대한민국
3090000,102,2002,00003,유흥주점영업,20021010,뉴욕클럽,서울특별시 도봉구 마들로11길 25, 지하1층 (창동),서울특별시 도봉구 창동  14번지 4호  ,,02  900 5252  ,20180129,,20021010,창제4동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,,,,562.07,,,,,,,,,3090000-102-2002-00003,,,,,,내국인,대한민국
3090000,102,2002,00003,유흥주점영업,20021010,뉴욕클럽,서울특별시 도봉구 마들로11길 25, 지하1층 (창동),서울특별시 도봉구 창동  14번지 4호  ,,02  900 5252  ,20161005,,20021010,창제4동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,,,,562.07,,,,,,,,,3090000-102-2002-00003,,,,,,내국인,대한민국
3090000,102,2002,00004,유흥주점영업,20021111,에스비에스,서울특별시 도봉구 노해로69길 15-15, 104호 (창동, 점보빌딩),서울특별시 도봉구 창동  10번지 1호  ,,  02 9912191  ,20160502,,20021111,창제4동,,,,룸살롱,0,0,1,1,14,,비대상,상수도전용,지하,0,0,,,,,,,7.00,27.52,,,,,,39.44,,,,,3090000-102-2002-00004,,,,,,내국인,대한민국
3090000,102,2007,00001,유흥주점영업,20070417,마포나루,서울특별시 도봉구 마들로11길 73, 지하1층 4호 (창동),서울특별시 도봉구 창동  3번지 3호  지하1층 4호,84.07,  02 9980769  ,20181206,,20070417,창제4동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.60,45.54,0.00,6.80,0.00,0.00,0.00,26.13,0.00,0.00,,,3090000-102-2007-00001,,,,,,내국인,대한민국
3090000,102,2007,00001,유흥주점영업,20070417,마포나루,서울특별시 도봉구 마들로11길 73, 지하1층 4호 (창동),서울특별시 도봉구 창동  3번지 3호  지하1층 4호,84.07,  02 9980769  ,20100223,,20070417,창제4동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.60,45.54,0.00,6.80,0.00,0.00,0.00,26.13,0.00,0.00,,,3090000-102-2007-00001,,,,,,내국인,대한민국
3090000,102,2007,00002,유흥주점영업,20070704,엠비씨(M. B. C),서울특별시 도봉구 마들로11길 71, 지하1층 (창동),서울특별시 도봉구 창동  3번지 4호  ,81.31,  0232973535  ,20070704,,20070704,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,8.86,43.48,0.00,0.00,2.70,0.00,0.00,26.27,,,,,3090000-102-2007-00002,,,,,,내국인,대한민국
3090000,102,2007,00003,유흥주점영업,20070710,와와,서울특별시 도봉구 마들로11길 73, 지하층 1,2호 (창동, 콤마빌딩),서울특별시 도봉구 창동  3번지 3호  콤마빌딩 지하층 1,2호,,010*******,20180510,,20070710,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,4.80,45.29,,,3.25,,,15.60,,,,,3090000-102-2007-00003,,,,,,내국인,대한민국
3090000,102,2007,00003,유흥주점영업,20070710,와와,서울특별시 도봉구 마들로11길 73, 지하층 1,2호 (창동, 콤마빌딩),서울특별시 도봉구 창동  3번지 3호  콤마빌딩 지하층 1,2호,,010*******,20150722,,20070710,창제4동,,,,룸살롱,,,1,1,,,비대상,상수도전용,지하,,,,,,,,,4.80,45.29,,,3.25,,,15.60,,,,,3090000-102-2007-00003,,,,,,내국인,대한민국
3090000,102,2007,00004,유흥주점영업,20071220,부킹,서울특별시 도봉구 마들로11길 65, 지하1층 1호 (창동, 유진빌딩),서울특별시 도봉구 창동  13번지  ,,02  991 1808  ,20180207,,20071220,창제4동,,,,룸살롱,,,1,1,9,,비대상,상수도전용,지하,1,,,,,,,,3.30,77.25,,6.60,6.60,,,,,,,,3090000-102-2007-00004,,,,,,내국인,대한민국
