시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),소재지전화번호,영업자시작일,법인명,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,참고사항,조건부허가시작일,조건부허가종료일,조건부허가신고사유,신고조건,내외국인구분,국적
cgg_code,snt_cob_code,yy,upso_sno,snt_cob_nm,perm_nt_ymd,upso_nm,site_addr_rd,site_addr,trdp_area,upso_site_telno,bman_stdt,bup_nm,site_stdt,admdng_nm,dcb_ymd,dcb_gbn_nm,dcb_why,snt_uptae_nm,bdng_jisg_flr_num,bdng_jisg_flr_num2,bdng_under_flr_num,bdng_under_flr_num2,bdng_tot_flr_num,ed_fin_ymd,ge_eh_yn,grade_facil_gbn,site_loc_gbn,eip_man,eip_woman,ptsof_sort,ordtm_ptsof_avg,ordtm_ptsof_max,one_ptsof_stf,avg_food_amt,mng_gbn,trdp_area_jorijang,trdp_area_room,trdp_area_dance,trdp_area_etc,toil_area_upso,toil_etc_area_upso,trdp_area_dress_room,trdp_area_guest_seat,area_wrk,area_isp,trdp_disp_sil_ar,trdp_ware_depo_ar,perm_nt_no,rfn_item,cn_perm_stdt,cn_perm_enddt,cn_perm_nt_sayu,perm_nt_cn,kor_frgnr_gbn,ntn
3080000,102,1971,02368,유흥주점영업,19711202,술마시는보물섬노래장,서울특별시 강북구 도봉로97길 1, (수유동, 지하1층),서울특별시 강북구 수유동  173번지 14호  지하1층,138.77,  02 9941673  ,20150515,,19990612,수유3동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,4,8,,,,,,,5.39,0.00,0.00,0.00,0.00,27.00,11.10,122.28,0.00,0.00,,,3080000-102-1971-02368,,,,,,내국인,대한민국
3080000,102,1972,02365,유흥주점영업,19720915,한국관관광나이트클럽,서울특별시 강북구 한천로 1038, (수유동),서울특별시 강북구 수유동  174번지 17호  ,795.92,  02 9940503  ,20180226,,19990310,수유3동,,,,고고(디스코)클럽,0,0,1,1,5,,비대상,,지하,0,0,,,,,,,35.68,0.00,85.76,83.56,0.00,21.00,6.00,584.92,0.00,0.00,,,3080000-102-1972-02365,,,,,,내국인,대한민국
3080000,102,1972,02365,유흥주점영업,19720915,한국관관광나이트클럽,서울특별시 강북구 한천로 1038, (수유동),서울특별시 강북구 수유동  174번지 17호  ,795.92,  02 9940503  ,20180123,,19990310,수유3동,,,,고고(디스코)클럽,0,0,1,1,5,,비대상,,지하,0,0,,,,,,,35.68,0.00,85.76,83.56,0.00,21.00,6.00,584.92,0.00,0.00,,,3080000-102-1972-02365,,,,,,내국인,대한민국
3080000,102,1972,02365,유흥주점영업,19720915,한국관관광나이트클럽,서울특별시 강북구 한천로 1038, (수유동),서울특별시 강북구 수유동  174번지 17호  ,795.92,  02 9940503  ,20170410,,19990310,수유3동,,,,고고(디스코)클럽,0,0,1,1,5,,비대상,,지하,0,0,,,,,,,35.68,0.00,85.76,83.56,0.00,21.00,6.00,584.92,0.00,0.00,,,3080000-102-1972-02365,,,,,,내국인,대한민국
3080000,102,1984,02349,유흥주점영업,19841123,벤츠,서울특별시 강북구 노해로 12, (수유동),서울특별시 강북구 수유동  230번지 14호  ,452.99,  02 9920688  ,20040430,,20010703,수유3동,,,,룸살롱,0,0,1,1,0,,비대상,,지하,0,0,,,,,,,26.46,381.49,0.00,8.96,11.22,0.00,24.86,0.00,0.00,0.00,,,3080000-102-1984-02349,,,,,,내국인,대한민국
3080000,102,2000,00030,유흥주점영업,20000506,카지노,서울특별시 강북구 도봉로89길 5-6, (수유동),서울특별시 강북구 수유동  191번지 61호  ,,  02 9082849  ,20170818,,20000506,수유3동,,,,룸살롱,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,4.48,39.94,,28.68,3.47,,,54.11,0.00,0.00,,,3080000-102-2000-00030,,,,,,내국인,대한민국
3080000,102,2000,01808,유흥주점영업,20000307,주주노래주점,서울특별시 강북구 수유로 81, (수유동),서울특별시 강북구 수유동  2번지 9호  ,82.10,  02 9910018  ,20101227,,20010217,수유3동,,,,룸살롱,0,0,0,0,0,20110119,비대상,상수도전용,,0,0,,,,,,,4.90,56.30,0.00,17.80,3.10,0.00,0.00,0.00,0.00,0.00,,,3080000-102-2000-01808,,,,,,내국인,대한민국
3080000,102,2000,07948,유흥주점영업,20000329,왕과비,서울특별시 강북구 한천로139길 29, (수유동),서울특별시 강북구 수유동  191번지 67호  ,121.63,  02 9035550  ,20190221,,20000329,수유3동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.50,37.47,3.12,7.20,4.37,3.50,7.28,56.69,0.00,0.00,,,3080000-102-2000-07948,,,,,,내국인,대한민국
3080000,102,2000,07948,유흥주점영업,20000329,왕과비,서울특별시 강북구 한천로139길 29, (수유동),서울특별시 강북구 수유동  191번지 67호  ,121.63,  02 9035550  ,20160620,,20000329,수유3동,,,,룸살롱,,,,,,,비대상,,지하,,,,,,,,,5.50,37.47,3.12,7.20,4.37,3.50,7.28,56.69,0.00,0.00,,,3080000-102-2000-07948,,,,,,내국인,대한민국
3080000,102,2000,07984,유흥주점영업,20000411,엠비시,서울특별시 강북구 도봉로 355-8, (수유동,(지하1층)),서울특별시 강북구 수유동  191번지 29호  (지하1층),78.45,  02 9959766  ,20161010,,20010822,수유3동,,,,카바레,0,0,1,1,0,,비대상,상수도전용,지하,0,0,,,,,,,5.32,36.78,0.00,0.00,1.69,0.00,0.00,34.66,0.00,0.00,,,3080000-102-2000-07984,,,,,,내국인,대한민국
3080000,102,2000,08082,유흥주점영업,20000529,놀이터,서울특별시 강북구 노해로8길 28, (수유동),서울특별시 강북구 수유동  229번지 47호  ,97.78,  02 9994929  ,20190121,,20000529,수유3동,,,,카바레,0,0,1,1,4,,비대상,상수도전용,지하,0,0,,,,,,,9.24,69.09,0.00,13.24,6.21,0.00,0.00,0.00,0.00,0.00,,,3080000-102-2000-08082,,,,,,내국인,대한민국
